VBE	Ib(Q1)	Ic(Q1)
5.070000000000000e-01	8.448090e-08	2.318358e-05
5.080000000000000e-01	8.776914e-08	2.409678e-05
5.090000000000000e-01	9.118610e-08	2.504593e-05
5.100000000000000e-01	9.473681e-08	2.603246e-05
5.110000000000000e-01	9.842653e-08	2.705784e-05
5.120000000000000e-01	1.022607e-07	2.812359e-05
5.130000000000000e-01	1.062450e-07	2.923131e-05
5.140000000000000e-01	1.103854e-07	3.038264e-05
5.150000000000000e-01	1.146879e-07	3.157931e-05
5.160000000000000e-01	1.191589e-07	3.282309e-05
5.170000000000000e-01	1.238050e-07	3.411584e-05
5.180000000000000e-01	1.286332e-07	3.545948e-05
5.190000000000000e-01	1.336504e-07	3.685602e-05
5.200000000000000e-01	1.388643e-07	3.830754e-05
5.210000000000000e-01	1.442824e-07	3.981620e-05
5.220000000000000e-01	1.499129e-07	4.138425e-05
5.230000000000000e-01	1.557639e-07	4.301402e-05
5.240000000000000e-01	1.618443e-07	4.470794e-05
5.250000000000000e-01	1.681630e-07	4.646854e-05
5.260000000000000e-01	1.747293e-07	4.829843e-05
5.270000000000000e-01	1.815529e-07	5.020034e-05
5.280000000000000e-01	1.886441e-07	5.217710e-05
5.290000000000000e-01	1.960132e-07	5.423166e-05
5.300000000000000e-01	2.036711e-07	5.636706e-05
5.310000000000000e-01	2.116293e-07	5.858649e-05
5.320000000000000e-01	2.198994e-07	6.089325e-05
5.330000000000000e-01	2.284938e-07	6.329078e-05
5.340000000000000e-01	2.374251e-07	6.578263e-05
5.350000000000000e-01	2.467066e-07	6.837252e-05
5.360000000000000e-01	2.563520e-07	7.106429e-05
5.370000000000000e-01	2.663756e-07	7.386195e-05
5.380000000000000e-01	2.767921e-07	7.676965e-05
5.390000000000000e-01	2.876171e-07	7.979172e-05
5.400000000000000e-01	2.988666e-07	8.293263e-05
5.410000000000000e-01	3.105571e-07	8.619708e-05
5.420000000000000e-01	3.227060e-07	8.958988e-05
5.430000000000000e-01	3.353312e-07	9.311610e-05
5.440000000000000e-01	3.484515e-07	9.678097e-05
5.450000000000000e-01	3.620863e-07	1.005899e-04
5.460000000000000e-01	3.762556e-07	1.045486e-04
5.470000000000000e-01	3.909805e-07	1.086629e-04
5.480000000000000e-01	4.062827e-07	1.129388e-04
5.490000000000000e-01	4.221848e-07	1.173829e-04
5.500000000000000e-01	4.387104e-07	1.220015e-04
5.510000000000000e-01	4.558838e-07	1.268016e-04
5.520000000000000e-01	4.737305e-07	1.317904e-04
5.530000000000000e-01	4.922767e-07	1.369751e-04
5.540000000000000e-01	5.115500e-07	1.423634e-04
5.550000000000000e-01	5.315787e-07	1.479634e-04
5.560000000000000e-01	5.523924e-07	1.537832e-04
5.570000000000001e-01	5.740218e-07	1.598316e-04
5.580000000000001e-01	5.964988e-07	1.661174e-04
5.590000000000001e-01	6.198566e-07	1.726499e-04
5.600000000000001e-01	6.441297e-07	1.794388e-04
5.610000000000001e-01	6.693537e-07	1.864942e-04
5.620000000000001e-01	6.955659e-07	1.938263e-04
5.630000000000001e-01	7.228049e-07	2.014461e-04
5.640000000000001e-01	7.511108e-07	2.093647e-04
5.650000000000001e-01	7.805252e-07	2.175938e-04
5.660000000000001e-01	8.110915e-07	2.261456e-04
5.670000000000001e-01	8.428545e-07	2.350326e-04
5.680000000000001e-01	8.758610e-07	2.442679e-04
5.690000000000001e-01	9.101595e-07	2.538650e-04
5.700000000000001e-01	9.458004e-07	2.638382e-04
5.710000000000001e-01	9.828358e-07	2.742019e-04
5.720000000000001e-01	1.021320e-06	2.849714e-04
5.730000000000001e-01	1.061310e-06	2.961626e-04
5.740000000000001e-01	1.102864e-06	3.077917e-04
5.750000000000001e-01	1.146043e-06	3.198759e-04
5.760000000000001e-01	1.190910e-06	3.324327e-04
5.770000000000000e-01	1.237530e-06	3.454806e-04
5.780000000000000e-01	1.285973e-06	3.590385e-04
5.790000000000000e-01	1.336308e-06	3.731264e-04
5.800000000000000e-01	1.388609e-06	3.877646e-04
5.810000000000000e-01	1.442953e-06	4.029746e-04
5.820000000000000e-01	1.499418e-06	4.187784e-04
5.830000000000000e-01	1.558087e-06	4.351990e-04
5.840000000000000e-01	1.619044e-06	4.522603e-04
5.850000000000000e-01	1.682380e-06	4.699869e-04
5.860000000000000e-01	1.748185e-06	4.884046e-04
5.870000000000000e-01	1.816555e-06	5.075400e-04
5.880000000000000e-01	1.887590e-06	5.274208e-04
5.890000000000000e-01	1.961391e-06	5.480755e-04
5.900000000000000e-01	2.038066e-06	5.695341e-04
5.910000000000000e-01	2.117726e-06	5.918274e-04
5.920000000000000e-01	2.200484e-06	6.149873e-04
5.930000000000000e-01	2.286461e-06	6.390472e-04
5.940000000000000e-01	2.375781e-06	6.640415e-04
5.950000000000000e-01	2.468571e-06	6.900060e-04
5.960000000000000e-01	2.564964e-06	7.169775e-04
5.970000000000000e-01	2.665099e-06	7.449948e-04
5.980000000000000e-01	2.769119e-06	7.740976e-04
5.990000000000000e-01	2.877172e-06	8.043271e-04
6.000000000000000e-01	2.989413e-06	8.357263e-04
6.010000000000000e-01	3.106001e-06	8.683396e-04
6.020000000000000e-01	3.227101e-06	9.022129e-04
6.030000000000000e-01	3.352886e-06	9.373939e-04
6.040000000000000e-01	3.483533e-06	9.739322e-04
6.050000000000000e-01	3.619227e-06	1.011879e-03
6.060000000000000e-01	3.760159e-06	1.051287e-03
6.070000000000000e-01	3.906528e-06	1.092211e-03
6.080000000000000e-01	4.058537e-06	1.134709e-03
6.090000000000000e-01	4.216401e-06	1.178839e-03
6.100000000000000e-01	4.380339e-06	1.224662e-03
6.110000000000000e-01	4.550581e-06	1.272241e-03
6.120000000000000e-01	4.727362e-06	1.321642e-03
6.130000000000000e-01	4.910926e-06	1.372933e-03
6.140000000000000e-01	5.101528e-06	1.426183e-03
6.150000000000000e-01	5.299431e-06	1.481464e-03
6.160000000000000e-01	5.504904e-06	1.538853e-03
6.170000000000000e-01	5.718231e-06	1.598426e-03
6.180000000000000e-01	5.939701e-06	1.660263e-03
6.190000000000000e-01	6.169615e-06	1.724448e-03
6.200000000000000e-01	6.408286e-06	1.791065e-03
6.210000000000000e-01	6.656034e-06	1.860204e-03
6.220000000000000e-01	6.913192e-06	1.931955e-03
6.230000000000000e-01	7.180106e-06	2.006414e-03
6.240000000000000e-01	7.457130e-06	2.083677e-03
6.250000000000000e-01	7.744632e-06	2.163846e-03
6.260000000000000e-01	8.042993e-06	2.247024e-03
6.270000000000000e-01	8.352603e-06	2.333318e-03
6.280000000000000e-01	8.673869e-06	2.422839e-03
6.290000000000000e-01	9.007208e-06	2.515702e-03
6.300000000000000e-01	9.353053e-06	2.612023e-03
6.310000000000000e-01	9.711849e-06	2.711924e-03
6.320000000000000e-01	1.008406e-05	2.815529e-03
6.330000000000000e-01	1.047015e-05	2.922968e-03
6.340000000000000e-01	1.087061e-05	3.034373e-03
6.350000000000000e-01	1.128596e-05	3.149880e-03
6.360000000000000e-01	1.171670e-05	3.269629e-03
6.370000000000000e-01	1.216337e-05	3.393765e-03
6.380000000000000e-01	1.262652e-05	3.522435e-03
6.390000000000000e-01	1.310672e-05	3.655794e-03
6.400000000000000e-01	1.360456e-05	3.793996e-03
6.410000000000000e-01	1.412063e-05	3.937203e-03
6.420000000000000e-01	1.465556e-05	4.085580e-03
6.430000000000000e-01	1.520996e-05	4.239296e-03
6.440000000000000e-01	1.578451e-05	4.398525e-03
6.450000000000000e-01	1.637987e-05	4.563446e-03
6.460000000000000e-01	1.699672e-05	4.734239e-03
6.470000000000000e-01	1.763578e-05	4.911093e-03
6.480000000000000e-01	1.829776e-05	5.094197e-03
6.490000000000000e-01	1.898341e-05	5.283748e-03
6.500000000000000e-01	1.969350e-05	5.479946e-03
6.510000000000000e-01	2.042880e-05	5.682994e-03
6.520000000000000e-01	2.119010e-05	5.893100e-03
6.530000000000000e-01	2.197824e-05	6.110478e-03
6.540000000000000e-01	2.279404e-05	6.335344e-03
6.550000000000000e-01	2.363836e-05	6.567919e-03
6.560000000000000e-01	2.451207e-05	6.808427e-03
6.570000000000000e-01	2.541607e-05	7.057098e-03
6.580000000000000e-01	2.635126e-05	7.314164e-03
6.590000000000000e-01	2.731858e-05	7.579862e-03
6.600000000000000e-01	2.831897e-05	7.854431e-03
6.610000000000000e-01	2.935340e-05	8.138116e-03
6.620000000000000e-01	3.042285e-05	8.431161e-03
6.630000000000000e-01	3.152831e-05	8.733818e-03
6.640000000000000e-01	3.267081e-05	9.046338e-03
6.650000000000000e-01	3.385137e-05	9.368978e-03
6.660000000000000e-01	3.507105e-05	9.701995e-03
6.670000000000000e-01	3.633092e-05	1.004565e-02
6.680000000000000e-01	3.763203e-05	1.040020e-02
6.690000000000000e-01	3.897550e-05	1.076592e-02
6.700000000000000e-01	4.036244e-05	1.114306e-02
6.710000000000000e-01	4.179394e-05	1.153190e-02
6.720000000000000e-01	4.327116e-05	1.193270e-02
6.730000000000000e-01	4.479523e-05	1.234573e-02
6.740000000000000e-01	4.636730e-05	1.277126e-02
6.750000000000000e-01	4.798854e-05	1.320956e-02
6.760000000000000e-01	4.966012e-05	1.366089e-02
6.770000000000000e-01	5.138322e-05	1.412552e-02
6.780000000000000e-01	5.315903e-05	1.460371e-02
6.790000000000000e-01	5.498874e-05	1.509573e-02
6.800000000000000e-01	5.687354e-05	1.560185e-02
6.810000000000000e-01	5.881463e-05	1.612232e-02
6.820000000000001e-01	6.081322e-05	1.665739e-02
6.830000000000001e-01	6.287052e-05	1.720732e-02
6.840000000000001e-01	6.498771e-05	1.777237e-02
6.850000000000001e-01	6.716602e-05	1.835277e-02
6.860000000000001e-01	6.940663e-05	1.894876e-02
6.870000000000001e-01	7.171076e-05	1.956059e-02
6.880000000000001e-01	7.407958e-05	2.018849e-02
6.890000000000001e-01	7.651429e-05	2.083268e-02
6.900000000000001e-01	7.901607e-05	2.149338e-02
6.910000000000001e-01	8.158608e-05	2.217080e-02
6.920000000000001e-01	8.422551e-05	2.286515e-02
6.930000000000001e-01	8.693548e-05	2.357663e-02
6.940000000000001e-01	8.971716e-05	2.430543e-02
6.950000000000001e-01	9.257166e-05	2.505174e-02
6.960000000000001e-01	9.550010e-05	2.581573e-02
6.970000000000001e-01	9.850358e-05	2.659757e-02
6.980000000000001e-01	1.015832e-04	2.739741e-02
6.990000000000001e-01	1.047400e-04	2.821541e-02
7.000000000000001e-01	1.079750e-04	2.905171e-02
7.010000000000001e-01	1.112894e-04	2.990644e-02
7.020000000000001e-01	1.146840e-04	3.077972e-02
7.030000000000001e-01	1.181599e-04	3.167165e-02
7.040000000000000e-01	1.217181e-04	3.258235e-02
7.050000000000000e-01	1.253595e-04	3.351191e-02
7.060000000000000e-01	1.290850e-04	3.446040e-02
7.070000000000000e-01	1.328956e-04	3.542789e-02
7.080000000000000e-01	1.367921e-04	3.641446e-02
7.090000000000000e-01	1.407754e-04	3.742014e-02
7.100000000000000e-01	1.448464e-04	3.844498e-02
7.110000000000000e-01	1.490058e-04	3.948901e-02
7.120000000000000e-01	1.532545e-04	4.055224e-02
7.130000000000000e-01	1.575932e-04	4.163469e-02
7.140000000000000e-01	1.620227e-04	4.273636e-02
7.150000000000000e-01	1.665436e-04	4.385722e-02
7.160000000000000e-01	1.711568e-04	4.499727e-02
7.170000000000000e-01	1.758628e-04	4.615647e-02
7.180000000000000e-01	1.806623e-04	4.733479e-02
7.190000000000000e-01	1.855560e-04	4.853216e-02
7.200000000000000e-01	1.905445e-04	4.974853e-02
7.210000000000000e-01	1.956282e-04	5.098384e-02
7.220000000000000e-01	2.008079e-04	5.223800e-02
7.230000000000000e-01	2.060840e-04	5.351093e-02
7.240000000000000e-01	2.114570e-04	5.480254e-02
7.250000000000000e-01	2.169275e-04	5.611272e-02
7.260000000000000e-01	2.224958e-04	5.744136e-02
7.270000000000000e-01	2.281626e-04	5.878835e-02
7.280000000000000e-01	2.339281e-04	6.015356e-02
7.290000000000000e-01	2.397929e-04	6.153686e-02
7.300000000000000e-01	2.457573e-04	6.293810e-02
7.310000000000000e-01	2.518216e-04	6.435715e-02
7.320000000000000e-01	2.579863e-04	6.579386e-02
7.330000000000000e-01	2.642517e-04	6.724806e-02
7.340000000000000e-01	2.706181e-04	6.871960e-02
7.350000000000000e-01	2.770858e-04	7.020830e-02
7.360000000000000e-01	2.836552e-04	7.171398e-02
7.370000000000000e-01	2.903265e-04	7.323650e-02
7.380000000000000e-01	2.970999e-04	7.477564e-02
7.390000000000000e-01	3.039757e-04	7.633123e-02
7.400000000000000e-01	3.109543e-04	7.790307e-02
7.410000000000000e-01	3.180357e-04	7.949098e-02
7.420000000000000e-01	3.252202e-04	8.109476e-02
7.430000000000000e-01	3.325080e-04	8.271421e-02
7.440000000000000e-01	3.398994e-04	8.434913e-02
7.450000000000000e-01	3.473944e-04	8.599930e-02
7.460000000000000e-01	3.549933e-04	8.766454e-02
7.470000000000000e-01	3.626963e-04	8.934461e-02
7.480000000000000e-01	3.705035e-04	9.103933e-02
7.490000000000000e-01	3.784150e-04	9.274846e-02
7.500000000000000e-01	3.864310e-04	9.447181e-02
7.510000000000000e-01	3.945516e-04	9.620915e-02
7.520000000000000e-01	4.027770e-04	9.796028e-02
7.530000000000000e-01	4.111073e-04	9.972496e-02
7.540000000000000e-01	4.195426e-04	1.015030e-01
7.550000000000000e-01	4.280830e-04	1.032941e-01
7.560000000000000e-01	4.367286e-04	1.050982e-01
7.570000000000000e-01	4.454796e-04	1.069150e-01
7.580000000000000e-01	4.543360e-04	1.087442e-01
7.590000000000000e-01	4.632979e-04	1.105857e-01
7.600000000000000e-01	4.723654e-04	1.124393e-01
7.610000000000000e-01	4.815386e-04	1.143047e-01
7.620000000000000e-01	4.908177e-04	1.161816e-01
7.630000000000000e-01	5.002026e-04	1.180700e-01
7.640000000000000e-01	5.096935e-04	1.199696e-01
7.650000000000000e-01	5.192903e-04	1.218802e-01
7.660000000000000e-01	5.289934e-04	1.238014e-01
7.670000000000000e-01	5.388026e-04	1.257333e-01
7.680000000000000e-01	5.487180e-04	1.276755e-01
7.690000000000000e-01	5.587398e-04	1.296278e-01
7.700000000000000e-01	5.688680e-04	1.315901e-01
7.710000000000000e-01	5.791027e-04	1.335620e-01
7.720000000000000e-01	5.894439e-04	1.355435e-01
7.730000000000000e-01	5.998918e-04	1.375343e-01
7.740000000000000e-01	6.104463e-04	1.395342e-01
7.750000000000000e-01	6.211075e-04	1.415431e-01
7.760000000000000e-01	6.318756e-04	1.435606e-01
7.770000000000000e-01	6.427505e-04	1.455867e-01
7.780000000000000e-01	6.537325e-04	1.476212e-01
7.790000000000000e-01	6.648214e-04	1.496637e-01
7.800000000000000e-01	6.760174e-04	1.517143e-01
7.810000000000000e-01	6.873205e-04	1.537725e-01
7.820000000000000e-01	6.987308e-04	1.558384e-01
7.830000000000000e-01	7.102485e-04	1.579117e-01
7.840000000000000e-01	7.218734e-04	1.599922e-01
7.850000000000000e-01	7.336058e-04	1.620797e-01
7.860000000000000e-01	7.454457e-04	1.641741e-01
7.870000000000000e-01	7.573931e-04	1.662752e-01
7.880000000000000e-01	7.694481e-04	1.683828e-01
7.890000000000000e-01	7.816107e-04	1.704967e-01
7.900000000000000e-01	7.938811e-04	1.726168e-01
7.910000000000000e-01	8.062594e-04	1.747430e-01
7.920000000000000e-01	8.187455e-04	1.768749e-01
7.930000000000000e-01	8.313396e-04	1.790126e-01
7.940000000000000e-01	8.440416e-04	1.811557e-01
7.950000000000000e-01	8.568518e-04	1.833043e-01
7.960000000000000e-01	8.697701e-04	1.854580e-01
7.970000000000000e-01	8.827965e-04	1.876168e-01
7.980000000000000e-01	8.959313e-04	1.897805e-01
7.990000000000000e-01	9.091744e-04	1.919490e-01
8.000000000000000e-01	9.225260e-04	1.941220e-01
