vce	Ic(Q1)
7.320000000000000e-01	1.233441e-03
7.330000000000000e-01	1.233452e-03
7.340000000000000e-01	1.233463e-03
7.350000000000000e-01	1.233474e-03
7.360000000000000e-01	1.233485e-03
7.370000000000000e-01	1.233496e-03
7.380000000000000e-01	1.233507e-03
7.390000000000000e-01	1.233517e-03
7.400000000000000e-01	1.233528e-03
7.410000000000000e-01	1.233539e-03
7.420000000000000e-01	1.233550e-03
7.430000000000000e-01	1.233561e-03
7.440000000000000e-01	1.233572e-03
7.450000000000000e-01	1.233583e-03
7.460000000000000e-01	1.233594e-03
7.470000000000000e-01	1.233604e-03
7.480000000000000e-01	1.233615e-03
7.490000000000000e-01	1.233626e-03
7.500000000000000e-01	1.233637e-03
7.510000000000000e-01	1.233648e-03
7.520000000000000e-01	1.233659e-03
7.530000000000000e-01	1.233670e-03
7.540000000000000e-01	1.233681e-03
7.550000000000000e-01	1.233691e-03
7.560000000000000e-01	1.233702e-03
7.570000000000000e-01	1.233713e-03
7.580000000000000e-01	1.233724e-03
7.590000000000000e-01	1.233735e-03
7.600000000000000e-01	1.233746e-03
7.610000000000000e-01	1.233757e-03
7.620000000000000e-01	1.233767e-03
7.630000000000000e-01	1.233778e-03
7.640000000000000e-01	1.233789e-03
7.650000000000000e-01	1.233800e-03
7.660000000000000e-01	1.233811e-03
7.670000000000000e-01	1.233822e-03
7.680000000000000e-01	1.233833e-03
7.690000000000000e-01	1.233844e-03
7.700000000000000e-01	1.233855e-03
7.710000000000000e-01	1.233865e-03
7.720000000000000e-01	1.233876e-03
7.730000000000000e-01	1.233887e-03
7.740000000000000e-01	1.233898e-03
7.750000000000000e-01	1.233909e-03
7.760000000000000e-01	1.233920e-03
7.770000000000000e-01	1.233931e-03
7.780000000000000e-01	1.233942e-03
7.790000000000000e-01	1.233952e-03
7.800000000000000e-01	1.233963e-03
7.810000000000000e-01	1.233974e-03
7.820000000000000e-01	1.233985e-03
7.830000000000000e-01	1.233996e-03
7.840000000000000e-01	1.234007e-03
7.850000000000000e-01	1.234018e-03
7.860000000000000e-01	1.234028e-03
7.870000000000000e-01	1.234039e-03
7.880000000000000e-01	1.234050e-03
7.890000000000000e-01	1.234061e-03
7.900000000000000e-01	1.234072e-03
7.910000000000000e-01	1.234083e-03
7.920000000000000e-01	1.234094e-03
7.930000000000000e-01	1.234105e-03
7.940000000000000e-01	1.234116e-03
7.950000000000000e-01	1.234126e-03
7.960000000000000e-01	1.234137e-03
7.970000000000000e-01	1.234148e-03
7.980000000000000e-01	1.234159e-03
7.990000000000000e-01	1.234170e-03
8.000000000000000e-01	1.234181e-03
8.010000000000000e-01	1.234192e-03
8.020000000000000e-01	1.234203e-03
8.030000000000000e-01	1.234213e-03
8.040000000000000e-01	1.234224e-03
8.050000000000000e-01	1.234235e-03
8.060000000000000e-01	1.234246e-03
8.070000000000001e-01	1.234257e-03
8.080000000000001e-01	1.234268e-03
8.090000000000001e-01	1.234279e-03
8.100000000000001e-01	1.234289e-03
8.110000000000001e-01	1.234300e-03
8.120000000000001e-01	1.234311e-03
8.130000000000001e-01	1.234322e-03
8.140000000000001e-01	1.234333e-03
8.150000000000001e-01	1.234344e-03
8.160000000000001e-01	1.234355e-03
8.170000000000001e-01	1.234366e-03
8.180000000000001e-01	1.234377e-03
8.190000000000001e-01	1.234387e-03
8.200000000000001e-01	1.234398e-03
8.210000000000001e-01	1.234409e-03
8.220000000000001e-01	1.234420e-03
8.230000000000001e-01	1.234431e-03
8.240000000000001e-01	1.234442e-03
8.250000000000001e-01	1.234453e-03
8.260000000000001e-01	1.234464e-03
8.270000000000001e-01	1.234474e-03
8.280000000000001e-01	1.234485e-03
8.290000000000001e-01	1.234496e-03
8.300000000000001e-01	1.234507e-03
8.310000000000001e-01	1.234518e-03
8.320000000000001e-01	1.234529e-03
8.330000000000000e-01	1.234540e-03
8.340000000000000e-01	1.234550e-03
8.350000000000000e-01	1.234561e-03
8.360000000000000e-01	1.234572e-03
8.370000000000000e-01	1.234583e-03
8.380000000000000e-01	1.234594e-03
8.390000000000000e-01	1.234605e-03
8.400000000000000e-01	1.234616e-03
8.410000000000000e-01	1.234627e-03
8.420000000000000e-01	1.234638e-03
8.430000000000000e-01	1.234648e-03
8.440000000000000e-01	1.234659e-03
8.450000000000000e-01	1.234670e-03
8.460000000000000e-01	1.234681e-03
8.470000000000000e-01	1.234692e-03
8.480000000000000e-01	1.234703e-03
8.490000000000000e-01	1.234714e-03
8.500000000000000e-01	1.234725e-03
8.510000000000000e-01	1.234735e-03
8.520000000000000e-01	1.234746e-03
8.530000000000000e-01	1.234757e-03
8.540000000000000e-01	1.234768e-03
8.550000000000000e-01	1.234779e-03
8.560000000000000e-01	1.234790e-03
8.570000000000000e-01	1.234801e-03
8.580000000000000e-01	1.234811e-03
8.590000000000000e-01	1.234822e-03
8.600000000000000e-01	1.234833e-03
8.610000000000000e-01	1.234844e-03
8.620000000000000e-01	1.234855e-03
8.630000000000000e-01	1.234866e-03
8.640000000000000e-01	1.234877e-03
8.650000000000000e-01	1.234888e-03
8.660000000000000e-01	1.234898e-03
8.670000000000000e-01	1.234909e-03
8.680000000000000e-01	1.234920e-03
8.690000000000000e-01	1.234931e-03
8.700000000000000e-01	1.234942e-03
8.710000000000000e-01	1.234953e-03
8.720000000000000e-01	1.234964e-03
8.730000000000000e-01	1.234975e-03
8.740000000000000e-01	1.234986e-03
8.750000000000000e-01	1.234996e-03
8.760000000000000e-01	1.235007e-03
8.770000000000000e-01	1.235018e-03
8.780000000000000e-01	1.235029e-03
8.790000000000000e-01	1.235040e-03
8.800000000000000e-01	1.235051e-03
8.810000000000000e-01	1.235062e-03
8.820000000000000e-01	1.235073e-03
8.830000000000000e-01	1.235083e-03
8.840000000000000e-01	1.235094e-03
8.850000000000000e-01	1.235105e-03
8.860000000000000e-01	1.235116e-03
8.870000000000000e-01	1.235127e-03
8.880000000000000e-01	1.235138e-03
8.890000000000000e-01	1.235149e-03
8.900000000000000e-01	1.235159e-03
8.910000000000000e-01	1.235170e-03
8.920000000000000e-01	1.235181e-03
8.930000000000000e-01	1.235192e-03
8.940000000000000e-01	1.235203e-03
8.950000000000000e-01	1.235214e-03
8.960000000000000e-01	1.235225e-03
8.970000000000000e-01	1.235236e-03
8.980000000000000e-01	1.235247e-03
8.990000000000000e-01	1.235257e-03
9.000000000000000e-01	1.235268e-03
9.010000000000000e-01	1.235279e-03
9.020000000000000e-01	1.235290e-03
9.030000000000000e-01	1.235301e-03
9.040000000000000e-01	1.235312e-03
9.050000000000000e-01	1.235323e-03
9.060000000000000e-01	1.235334e-03
9.070000000000000e-01	1.235344e-03
9.080000000000000e-01	1.235355e-03
9.090000000000000e-01	1.235366e-03
9.100000000000000e-01	1.235377e-03
9.110000000000000e-01	1.235388e-03
9.120000000000000e-01	1.235399e-03
9.130000000000000e-01	1.235410e-03
9.140000000000000e-01	1.235420e-03
9.150000000000000e-01	1.235431e-03
9.160000000000000e-01	1.235442e-03
9.170000000000000e-01	1.235453e-03
9.180000000000000e-01	1.235464e-03
9.190000000000000e-01	1.235475e-03
9.200000000000000e-01	1.235486e-03
9.210000000000000e-01	1.235497e-03
9.220000000000000e-01	1.235508e-03
9.230000000000000e-01	1.235518e-03
9.240000000000000e-01	1.235529e-03
9.250000000000000e-01	1.235540e-03
9.260000000000000e-01	1.235551e-03
9.270000000000000e-01	1.235562e-03
9.280000000000000e-01	1.235573e-03
9.290000000000000e-01	1.235584e-03
9.300000000000000e-01	1.235595e-03
9.310000000000000e-01	1.235605e-03
9.320000000000001e-01	1.235616e-03
9.330000000000001e-01	1.235627e-03
9.340000000000001e-01	1.235638e-03
9.350000000000001e-01	1.235649e-03
9.360000000000001e-01	1.235660e-03
9.370000000000001e-01	1.235671e-03
9.380000000000001e-01	1.235681e-03
9.390000000000001e-01	1.235692e-03
9.400000000000001e-01	1.235703e-03
9.410000000000001e-01	1.235714e-03
9.420000000000001e-01	1.235725e-03
9.430000000000001e-01	1.235736e-03
9.440000000000001e-01	1.235747e-03
9.450000000000001e-01	1.235758e-03
9.460000000000001e-01	1.235768e-03
9.470000000000001e-01	1.235779e-03
9.480000000000001e-01	1.235790e-03
9.490000000000001e-01	1.235801e-03
9.500000000000001e-01	1.235812e-03
9.510000000000001e-01	1.235823e-03
9.520000000000001e-01	1.235834e-03
9.530000000000001e-01	1.235845e-03
9.540000000000001e-01	1.235856e-03
9.550000000000001e-01	1.235866e-03
9.560000000000001e-01	1.235877e-03
9.570000000000001e-01	1.235888e-03
9.580000000000001e-01	1.235899e-03
9.590000000000001e-01	1.235910e-03
9.600000000000000e-01	1.235921e-03
9.610000000000000e-01	1.235932e-03
9.620000000000000e-01	1.235942e-03
9.630000000000000e-01	1.235953e-03
9.640000000000000e-01	1.235964e-03
9.650000000000000e-01	1.235975e-03
9.660000000000000e-01	1.235986e-03
9.670000000000000e-01	1.235997e-03
9.680000000000000e-01	1.236008e-03
9.690000000000000e-01	1.236019e-03
9.700000000000000e-01	1.236029e-03
9.710000000000000e-01	1.236040e-03
9.720000000000000e-01	1.236051e-03
9.730000000000000e-01	1.236062e-03
9.740000000000000e-01	1.236073e-03
9.750000000000000e-01	1.236084e-03
9.760000000000000e-01	1.236095e-03
9.770000000000000e-01	1.236106e-03
9.780000000000000e-01	1.236117e-03
9.790000000000000e-01	1.236127e-03
9.800000000000000e-01	1.236138e-03
9.810000000000000e-01	1.236149e-03
9.820000000000000e-01	1.236160e-03
9.830000000000000e-01	1.236171e-03
9.840000000000000e-01	1.236182e-03
9.850000000000000e-01	1.236193e-03
9.860000000000000e-01	1.236203e-03
9.870000000000000e-01	1.236214e-03
9.880000000000000e-01	1.236225e-03
9.890000000000000e-01	1.236236e-03
9.900000000000000e-01	1.236247e-03
9.910000000000000e-01	1.236258e-03
9.920000000000000e-01	1.236269e-03
9.930000000000000e-01	1.236280e-03
9.940000000000000e-01	1.236290e-03
9.950000000000000e-01	1.236301e-03
9.960000000000000e-01	1.236312e-03
9.970000000000000e-01	1.236323e-03
9.980000000000000e-01	1.236334e-03
9.990000000000000e-01	1.236345e-03
1.000000000000000e+00	1.236356e-03
1.001000000000000e+00	1.236367e-03
1.002000000000000e+00	1.236378e-03
1.003000000000000e+00	1.236388e-03
1.004000000000000e+00	1.236399e-03
1.005000000000000e+00	1.236410e-03
1.006000000000000e+00	1.236421e-03
1.007000000000000e+00	1.236432e-03
1.008000000000000e+00	1.236443e-03
1.009000000000000e+00	1.236454e-03
1.010000000000000e+00	1.236464e-03
1.011000000000000e+00	1.236475e-03
1.012000000000000e+00	1.236486e-03
1.013000000000000e+00	1.236497e-03
1.014000000000000e+00	1.236508e-03
1.015000000000000e+00	1.236519e-03
1.016000000000000e+00	1.236530e-03
1.017000000000000e+00	1.236541e-03
1.018000000000000e+00	1.236551e-03
1.019000000000000e+00	1.236562e-03
1.020000000000000e+00	1.236573e-03
1.021000000000000e+00	1.236584e-03
1.022000000000000e+00	1.236595e-03
1.023000000000000e+00	1.236606e-03
1.024000000000000e+00	1.236617e-03
1.025000000000000e+00	1.236628e-03
1.026000000000000e+00	1.236639e-03
1.027000000000000e+00	1.236649e-03
1.028000000000000e+00	1.236660e-03
1.029000000000000e+00	1.236671e-03
1.030000000000000e+00	1.236682e-03
1.031000000000000e+00	1.236693e-03
1.032000000000000e+00	1.236704e-03
1.033000000000000e+00	1.236715e-03
1.034000000000000e+00	1.236725e-03
1.035000000000000e+00	1.236736e-03
1.036000000000000e+00	1.236747e-03
1.037000000000000e+00	1.236758e-03
1.038000000000000e+00	1.236769e-03
1.039000000000000e+00	1.236780e-03
1.040000000000000e+00	1.236791e-03
1.041000000000000e+00	1.236802e-03
1.042000000000000e+00	1.236812e-03
1.043000000000000e+00	1.236823e-03
1.044000000000000e+00	1.236834e-03
1.045000000000000e+00	1.236845e-03
1.046000000000000e+00	1.236856e-03
1.047000000000000e+00	1.236867e-03
1.048000000000000e+00	1.236878e-03
1.049000000000000e+00	1.236889e-03
1.050000000000000e+00	1.236899e-03
1.051000000000000e+00	1.236910e-03
1.052000000000000e+00	1.236921e-03
1.053000000000000e+00	1.236932e-03
1.054000000000000e+00	1.236943e-03
1.055000000000000e+00	1.236954e-03
1.056000000000000e+00	1.236965e-03
1.057000000000000e+00	1.236976e-03
1.058000000000000e+00	1.236986e-03
1.059000000000000e+00	1.236997e-03
1.060000000000000e+00	1.237008e-03
1.061000000000000e+00	1.237019e-03
1.062000000000000e+00	1.237030e-03
1.063000000000000e+00	1.237041e-03
1.064000000000000e+00	1.237052e-03
1.065000000000000e+00	1.237063e-03
1.066000000000000e+00	1.237073e-03
1.067000000000000e+00	1.237084e-03
1.068000000000000e+00	1.237095e-03
1.069000000000000e+00	1.237106e-03
1.070000000000000e+00	1.237117e-03
1.071000000000000e+00	1.237128e-03
1.072000000000000e+00	1.237139e-03
1.073000000000000e+00	1.237150e-03
1.074000000000000e+00	1.237160e-03
1.075000000000000e+00	1.237171e-03
1.076000000000000e+00	1.237182e-03
1.077000000000000e+00	1.237193e-03
1.078000000000000e+00	1.237204e-03
1.079000000000000e+00	1.237215e-03
1.080000000000000e+00	1.237226e-03
1.081000000000000e+00	1.237237e-03
1.082000000000000e+00	1.237247e-03
1.083000000000000e+00	1.237258e-03
1.084000000000000e+00	1.237269e-03
1.085000000000000e+00	1.237280e-03
1.086000000000000e+00	1.237291e-03
1.087000000000000e+00	1.237302e-03
1.088000000000000e+00	1.237313e-03
1.089000000000000e+00	1.237324e-03
1.090000000000000e+00	1.237334e-03
1.091000000000000e+00	1.237345e-03
1.092000000000000e+00	1.237356e-03
1.093000000000000e+00	1.237367e-03
1.094000000000000e+00	1.237378e-03
1.095000000000000e+00	1.237389e-03
1.096000000000000e+00	1.237400e-03
1.097000000000000e+00	1.237411e-03
1.098000000000000e+00	1.237421e-03
1.099000000000000e+00	1.237432e-03
1.100000000000000e+00	1.237443e-03
1.101000000000000e+00	1.237454e-03
1.102000000000000e+00	1.237465e-03
1.103000000000000e+00	1.237476e-03
1.104000000000000e+00	1.237487e-03
1.105000000000000e+00	1.237498e-03
1.106000000000000e+00	1.237508e-03
1.107000000000000e+00	1.237519e-03
1.108000000000000e+00	1.237530e-03
1.109000000000000e+00	1.237541e-03
1.110000000000000e+00	1.237552e-03
1.111000000000000e+00	1.237563e-03
1.112000000000000e+00	1.237574e-03
1.113000000000000e+00	1.237585e-03
1.114000000000000e+00	1.237595e-03
1.115000000000000e+00	1.237606e-03
1.116000000000000e+00	1.237617e-03
1.117000000000000e+00	1.237628e-03
1.118000000000000e+00	1.237639e-03
1.119000000000000e+00	1.237650e-03
1.120000000000000e+00	1.237661e-03
1.121000000000000e+00	1.237672e-03
1.122000000000000e+00	1.237682e-03
1.123000000000000e+00	1.237693e-03
1.124000000000000e+00	1.237704e-03
1.125000000000000e+00	1.237715e-03
1.126000000000000e+00	1.237726e-03
1.127000000000000e+00	1.237737e-03
1.128000000000000e+00	1.237748e-03
1.129000000000000e+00	1.237759e-03
1.130000000000000e+00	1.237769e-03
1.131000000000000e+00	1.237780e-03
1.132000000000000e+00	1.237791e-03
1.133000000000000e+00	1.237802e-03
1.134000000000000e+00	1.237813e-03
1.135000000000000e+00	1.237824e-03
1.136000000000000e+00	1.237835e-03
1.137000000000000e+00	1.237846e-03
1.138000000000000e+00	1.237856e-03
1.139000000000000e+00	1.237867e-03
1.140000000000000e+00	1.237878e-03
1.141000000000000e+00	1.237889e-03
1.142000000000000e+00	1.237900e-03
1.143000000000000e+00	1.237911e-03
1.144000000000000e+00	1.237922e-03
1.145000000000000e+00	1.237933e-03
1.146000000000000e+00	1.237943e-03
1.147000000000000e+00	1.237954e-03
1.148000000000000e+00	1.237965e-03
1.149000000000000e+00	1.237976e-03
1.150000000000000e+00	1.237987e-03
1.151000000000000e+00	1.237998e-03
1.152000000000000e+00	1.238009e-03
1.153000000000000e+00	1.238020e-03
1.154000000000000e+00	1.238030e-03
1.155000000000000e+00	1.238041e-03
1.156000000000000e+00	1.238052e-03
1.157000000000000e+00	1.238063e-03
1.158000000000000e+00	1.238074e-03
1.159000000000000e+00	1.238085e-03
1.160000000000000e+00	1.238096e-03
1.161000000000000e+00	1.238107e-03
1.162000000000000e+00	1.238117e-03
1.163000000000000e+00	1.238128e-03
1.164000000000000e+00	1.238139e-03
1.165000000000000e+00	1.238150e-03
1.166000000000000e+00	1.238161e-03
1.167000000000000e+00	1.238172e-03
1.168000000000000e+00	1.238183e-03
1.169000000000000e+00	1.238194e-03
1.170000000000000e+00	1.238204e-03
1.171000000000000e+00	1.238215e-03
1.172000000000000e+00	1.238226e-03
1.173000000000000e+00	1.238237e-03
1.174000000000000e+00	1.238248e-03
1.175000000000000e+00	1.238259e-03
1.176000000000000e+00	1.238270e-03
1.177000000000000e+00	1.238281e-03
1.178000000000000e+00	1.238291e-03
1.179000000000000e+00	1.238302e-03
1.180000000000000e+00	1.238313e-03
1.181000000000000e+00	1.238324e-03
1.182000000000000e+00	1.238335e-03
1.183000000000000e+00	1.238346e-03
1.184000000000000e+00	1.238357e-03
1.185000000000000e+00	1.238368e-03
1.186000000000000e+00	1.238378e-03
1.187000000000000e+00	1.238389e-03
1.188000000000000e+00	1.238400e-03
1.189000000000000e+00	1.238411e-03
1.190000000000000e+00	1.238422e-03
1.191000000000000e+00	1.238433e-03
1.192000000000000e+00	1.238444e-03
1.193000000000000e+00	1.238455e-03
1.194000000000000e+00	1.238465e-03
1.195000000000000e+00	1.238476e-03
1.196000000000000e+00	1.238487e-03
1.197000000000000e+00	1.238498e-03
1.198000000000000e+00	1.238509e-03
1.199000000000000e+00	1.238520e-03
1.200000000000000e+00	1.238531e-03
1.201000000000000e+00	1.238542e-03
1.202000000000000e+00	1.238552e-03
1.203000000000000e+00	1.238563e-03
1.204000000000000e+00	1.238574e-03
1.205000000000000e+00	1.238585e-03
1.206000000000000e+00	1.238596e-03
1.207000000000000e+00	1.238607e-03
1.208000000000000e+00	1.238618e-03
1.209000000000000e+00	1.238629e-03
1.210000000000000e+00	1.238639e-03
1.211000000000000e+00	1.238650e-03
1.212000000000000e+00	1.238661e-03
1.213000000000000e+00	1.238672e-03
1.214000000000000e+00	1.238683e-03
1.215000000000000e+00	1.238694e-03
1.216000000000000e+00	1.238705e-03
1.217000000000000e+00	1.238715e-03
1.218000000000000e+00	1.238726e-03
1.219000000000000e+00	1.238737e-03
1.220000000000000e+00	1.238748e-03
1.221000000000000e+00	1.238759e-03
1.222000000000000e+00	1.238770e-03
1.223000000000000e+00	1.238781e-03
1.224000000000000e+00	1.238792e-03
1.225000000000000e+00	1.238803e-03
1.226000000000000e+00	1.238813e-03
1.227000000000000e+00	1.238824e-03
1.228000000000000e+00	1.238835e-03
1.229000000000000e+00	1.238846e-03
1.230000000000000e+00	1.238857e-03
1.231000000000000e+00	1.238868e-03
1.232000000000000e+00	1.238879e-03
1.233000000000000e+00	1.238890e-03
1.234000000000000e+00	1.238900e-03
1.235000000000000e+00	1.238911e-03
1.236000000000000e+00	1.238922e-03
1.237000000000000e+00	1.238933e-03
1.238000000000000e+00	1.238944e-03
1.239000000000000e+00	1.238955e-03
1.240000000000000e+00	1.238966e-03
1.241000000000000e+00	1.238976e-03
1.242000000000000e+00	1.238987e-03
1.243000000000000e+00	1.238998e-03
1.244000000000000e+00	1.239009e-03
1.245000000000000e+00	1.239020e-03
1.246000000000000e+00	1.239031e-03
1.247000000000000e+00	1.239042e-03
1.248000000000000e+00	1.239053e-03
1.249000000000000e+00	1.239064e-03
1.250000000000000e+00	1.239074e-03
1.251000000000000e+00	1.239085e-03
1.252000000000000e+00	1.239096e-03
1.253000000000000e+00	1.239107e-03
1.254000000000000e+00	1.239118e-03
1.255000000000000e+00	1.239129e-03
1.256000000000000e+00	1.239140e-03
1.257000000000000e+00	1.239151e-03
1.258000000000000e+00	1.239161e-03
1.259000000000000e+00	1.239172e-03
1.260000000000000e+00	1.239183e-03
1.261000000000000e+00	1.239194e-03
1.262000000000000e+00	1.239205e-03
1.263000000000000e+00	1.239216e-03
1.264000000000000e+00	1.239227e-03
1.265000000000000e+00	1.239237e-03
1.266000000000000e+00	1.239248e-03
1.267000000000000e+00	1.239259e-03
1.268000000000000e+00	1.239270e-03
1.269000000000000e+00	1.239281e-03
1.270000000000000e+00	1.239292e-03
1.271000000000000e+00	1.239303e-03
1.272000000000000e+00	1.239314e-03
1.273000000000000e+00	1.239325e-03
1.274000000000000e+00	1.239335e-03
1.275000000000000e+00	1.239346e-03
1.276000000000000e+00	1.239357e-03
1.277000000000000e+00	1.239368e-03
1.278000000000000e+00	1.239379e-03
1.279000000000000e+00	1.239390e-03
1.280000000000000e+00	1.239401e-03
1.281000000000000e+00	1.239412e-03
1.282000000000000e+00	1.239422e-03
1.283000000000000e+00	1.239433e-03
1.284000000000000e+00	1.239444e-03
1.285000000000000e+00	1.239455e-03
1.286000000000000e+00	1.239466e-03
1.287000000000000e+00	1.239477e-03
1.288000000000000e+00	1.239488e-03
1.289000000000000e+00	1.239498e-03
1.290000000000000e+00	1.239509e-03
1.291000000000000e+00	1.239520e-03
1.292000000000000e+00	1.239531e-03
1.293000000000000e+00	1.239542e-03
1.294000000000000e+00	1.239553e-03
1.295000000000000e+00	1.239564e-03
1.296000000000000e+00	1.239575e-03
1.297000000000000e+00	1.239585e-03
1.298000000000000e+00	1.239596e-03
1.299000000000000e+00	1.239607e-03
1.300000000000000e+00	1.239618e-03
1.301000000000000e+00	1.239629e-03
1.302000000000000e+00	1.239640e-03
1.303000000000000e+00	1.239651e-03
1.304000000000000e+00	1.239662e-03
1.305000000000000e+00	1.239673e-03
1.306000000000000e+00	1.239683e-03
1.307000000000000e+00	1.239694e-03
1.308000000000000e+00	1.239705e-03
1.309000000000000e+00	1.239716e-03
1.310000000000000e+00	1.239727e-03
1.311000000000000e+00	1.239738e-03
1.312000000000000e+00	1.239749e-03
1.313000000000000e+00	1.239759e-03
1.314000000000000e+00	1.239770e-03
1.315000000000000e+00	1.239781e-03
1.316000000000000e+00	1.239792e-03
1.317000000000000e+00	1.239803e-03
1.318000000000000e+00	1.239814e-03
1.319000000000000e+00	1.239825e-03
1.320000000000000e+00	1.239836e-03
1.321000000000000e+00	1.239846e-03
1.322000000000000e+00	1.239857e-03
1.323000000000000e+00	1.239868e-03
1.324000000000000e+00	1.239879e-03
1.325000000000000e+00	1.239890e-03
1.326000000000000e+00	1.239901e-03
1.327000000000000e+00	1.239912e-03
1.328000000000000e+00	1.239923e-03
1.329000000000000e+00	1.239934e-03
1.330000000000000e+00	1.239944e-03
1.331000000000000e+00	1.239955e-03
1.332000000000000e+00	1.239966e-03
1.333000000000000e+00	1.239977e-03
1.334000000000000e+00	1.239988e-03
1.335000000000000e+00	1.239999e-03
1.336000000000000e+00	1.240010e-03
1.337000000000000e+00	1.240021e-03
1.338000000000000e+00	1.240031e-03
1.339000000000000e+00	1.240042e-03
1.340000000000000e+00	1.240053e-03
1.341000000000000e+00	1.240064e-03
1.342000000000000e+00	1.240075e-03
1.343000000000000e+00	1.240086e-03
1.344000000000000e+00	1.240097e-03
1.345000000000000e+00	1.240107e-03
1.346000000000000e+00	1.240118e-03
1.347000000000000e+00	1.240129e-03
1.348000000000000e+00	1.240140e-03
1.349000000000000e+00	1.240151e-03
1.350000000000000e+00	1.240162e-03
1.351000000000000e+00	1.240173e-03
1.352000000000000e+00	1.240184e-03
1.353000000000000e+00	1.240195e-03
1.354000000000000e+00	1.240205e-03
1.355000000000000e+00	1.240216e-03
1.356000000000000e+00	1.240227e-03
1.357000000000000e+00	1.240238e-03
1.358000000000000e+00	1.240249e-03
1.359000000000000e+00	1.240260e-03
1.360000000000000e+00	1.240271e-03
1.361000000000000e+00	1.240282e-03
1.362000000000000e+00	1.240292e-03
1.363000000000000e+00	1.240303e-03
1.364000000000000e+00	1.240314e-03
1.365000000000000e+00	1.240325e-03
1.366000000000000e+00	1.240336e-03
1.367000000000000e+00	1.240347e-03
1.368000000000000e+00	1.240358e-03
1.369000000000000e+00	1.240368e-03
1.370000000000000e+00	1.240379e-03
1.371000000000000e+00	1.240390e-03
1.372000000000000e+00	1.240401e-03
1.373000000000000e+00	1.240412e-03
1.374000000000000e+00	1.240423e-03
1.375000000000000e+00	1.240434e-03
1.376000000000000e+00	1.240445e-03
1.377000000000000e+00	1.240456e-03
1.378000000000000e+00	1.240466e-03
1.379000000000000e+00	1.240477e-03
1.380000000000000e+00	1.240488e-03
1.381000000000000e+00	1.240499e-03
1.382000000000000e+00	1.240510e-03
1.383000000000000e+00	1.240521e-03
1.384000000000000e+00	1.240532e-03
1.385000000000000e+00	1.240543e-03
1.386000000000000e+00	1.240553e-03
1.387000000000000e+00	1.240564e-03
1.388000000000000e+00	1.240575e-03
1.389000000000000e+00	1.240586e-03
1.390000000000000e+00	1.240597e-03
1.391000000000000e+00	1.240608e-03
1.392000000000000e+00	1.240619e-03
1.393000000000000e+00	1.240629e-03
1.394000000000000e+00	1.240640e-03
1.395000000000000e+00	1.240651e-03
1.396000000000000e+00	1.240662e-03
1.397000000000000e+00	1.240673e-03
1.398000000000000e+00	1.240684e-03
1.399000000000000e+00	1.240695e-03
1.400000000000000e+00	1.240706e-03
1.401000000000000e+00	1.240716e-03
1.402000000000000e+00	1.240727e-03
1.403000000000000e+00	1.240738e-03
1.404000000000000e+00	1.240749e-03
1.405000000000000e+00	1.240760e-03
1.406000000000000e+00	1.240771e-03
1.407000000000000e+00	1.240782e-03
1.408000000000000e+00	1.240793e-03
1.409000000000000e+00	1.240804e-03
1.410000000000000e+00	1.240814e-03
1.411000000000000e+00	1.240825e-03
1.412000000000000e+00	1.240836e-03
1.413000000000000e+00	1.240847e-03
1.414000000000000e+00	1.240858e-03
1.415000000000000e+00	1.240869e-03
1.416000000000000e+00	1.240880e-03
1.417000000000000e+00	1.240890e-03
1.418000000000000e+00	1.240901e-03
1.419000000000000e+00	1.240912e-03
1.420000000000000e+00	1.240923e-03
1.421000000000000e+00	1.240934e-03
1.422000000000000e+00	1.240945e-03
1.423000000000000e+00	1.240956e-03
1.424000000000000e+00	1.240967e-03
1.425000000000000e+00	1.240977e-03
1.426000000000000e+00	1.240988e-03
1.427000000000000e+00	1.240999e-03
1.428000000000000e+00	1.241010e-03
1.429000000000000e+00	1.241021e-03
1.430000000000000e+00	1.241032e-03
1.431000000000000e+00	1.241043e-03
1.432000000000000e+00	1.241054e-03
1.433000000000000e+00	1.241065e-03
1.434000000000000e+00	1.241075e-03
1.435000000000000e+00	1.241086e-03
1.436000000000000e+00	1.241097e-03
1.437000000000000e+00	1.241108e-03
1.438000000000000e+00	1.241119e-03
1.439000000000000e+00	1.241130e-03
1.440000000000000e+00	1.241141e-03
1.441000000000000e+00	1.241151e-03
1.442000000000000e+00	1.241162e-03
1.443000000000000e+00	1.241173e-03
1.444000000000000e+00	1.241184e-03
1.445000000000000e+00	1.241195e-03
1.446000000000000e+00	1.241206e-03
1.447000000000000e+00	1.241217e-03
1.448000000000000e+00	1.241228e-03
1.449000000000000e+00	1.241238e-03
1.450000000000000e+00	1.241249e-03
1.451000000000000e+00	1.241260e-03
1.452000000000000e+00	1.241271e-03
1.453000000000000e+00	1.241282e-03
1.454000000000000e+00	1.241293e-03
1.455000000000000e+00	1.241304e-03
1.456000000000000e+00	1.241315e-03
1.457000000000000e+00	1.241326e-03
1.458000000000000e+00	1.241336e-03
1.459000000000000e+00	1.241347e-03
1.460000000000000e+00	1.241358e-03
1.461000000000000e+00	1.241369e-03
1.462000000000000e+00	1.241380e-03
1.463000000000000e+00	1.241391e-03
1.464000000000000e+00	1.241402e-03
1.465000000000000e+00	1.241412e-03
1.466000000000000e+00	1.241423e-03
1.467000000000000e+00	1.241434e-03
